ModelID,Scenario,Method,SampleSize,alpha,TestStatCont,CommonStdDev,TestStatBin,FWERControl,nArms,nEps,lEpType,Arms.Mean,Arms.std.dev,Arms.Prop,Arms.alloc.ratio,EP.Corr,WI,G,test.type,info_frac,typeOfDesign,MultipleWinners,Selection,SelectionLook,SelectEndPoint,SelectionScale,SelectionCriterion,SelectionParameter,KeepAssociatedHypo,ImplicitSSR,nSimulation,nSimulation_Stage2,Seed,SummaryStat,plotGraphs,Parallel,UseCC
106,"S4, Ultra Aggressive, CC, CPV, N=800",CombPValue,800,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.22, 0.22, 0.22, 0.22), EP2 = c(0.1, 0.22, 0.22, 0.22, 0.22))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,best,1,TRUE,Selection,20000,500,2107,FALSE,FALSE,TRUE,TRUE
107,"S4, Ultra Aggressive, CC, CER, N=800",CER,800,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.22, 0.22, 0.22, 0.22), EP2 = c(0.1, 0.22, 0.22, 0.22, 0.22))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,best,1,TRUE,Selection,20000,500,570,FALSE,FALSE,TRUE,TRUE
108,"Mixed, S0, c=0, Conservative, CER, N=500, No CC",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0,0,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.75,TRUE,Selection,20000,500,7481,FALSE,FALSE,TRUE,FALSE
109,"Mixed, S0, c=0, Normal, CER, N=500, No CC",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0,0,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.5,TRUE,Selection,20000,500,8212,FALSE,FALSE,TRUE,FALSE
110,"Mixed, S0, c=0, Aggressive, CER, N=500, No CC",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0,0,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.25,TRUE,Selection,20000,500,5244,FALSE,FALSE,TRUE,FALSE
111,"Mixed, S0, c=0, Ultra Aggressive, CER, N=500, No CC",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0,0,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,best,1,TRUE,Selection,20000,500,2167,FALSE,FALSE,TRUE,FALSE
112,"Mixed, S0, c=0.3, Conservative, CER, N=500, No CC",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0.3,0.3,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.75,TRUE,Selection,20000,500,5984,FALSE,FALSE,TRUE,FALSE
113,"Mixed, S0, c=0.3, Normal, CER, N=500, No CC",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0.3,0.3,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.5,TRUE,Selection,20000,500,2122,FALSE,FALSE,TRUE,FALSE
114,"Mixed, S0, c=0.3, Aggressive, CER, N=500, No CC",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0.3,0.3,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.25,TRUE,Selection,20000,500,9049,FALSE,FALSE,TRUE,FALSE
115,"Mixed, S0, c=0.3, Ultra Aggressive, CER, N=500, No CC",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0.3,0.3,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,best,1,TRUE,Selection,20000,500,5961,FALSE,FALSE,TRUE,FALSE
116,"Mixed, S0, c=0.5, Conservative, CER, N=500, No CC",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.75,TRUE,Selection,20000,500,9485,FALSE,FALSE,TRUE,FALSE
117,"Mixed, S0, c=0.5, Normal, CER, N=500, No CC",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.5,TRUE,Selection,20000,500,5020,FALSE,FALSE,TRUE,FALSE
118,"Mixed, S0, c=0.5, Aggressive, CER, N=500, No CC",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.25,TRUE,Selection,20000,500,2055,FALSE,FALSE,TRUE,FALSE
119,"Mixed, S0, c=0.5, Ultra Aggressive, CER, N=500, No CC",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,best,1,TRUE,Selection,20000,500,8866,FALSE,FALSE,TRUE,FALSE
120,"Mixed, S0, c=0.8, Conservative, CER, N=500, No CC",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0.8,0.8,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.75,TRUE,Selection,20000,500,2895,FALSE,FALSE,TRUE,FALSE
121,"Mixed, S0, c=0.8, Normal, CER, N=500, No CC",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0.8,0.8,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.5,TRUE,Selection,20000,500,8427,FALSE,FALSE,TRUE,FALSE
122,"Mixed, S0, c=0.8, Aggressive, CER, N=500, No CC",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0.8,0.8,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.25,TRUE,Selection,20000,500,5058,FALSE,FALSE,TRUE,FALSE
123,"Mixed, S0, c=0.8, Ultra Aggressive, CER, N=500, No CC",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0.8,0.8,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,best,1,TRUE,Selection,20000,500,1971,FALSE,FALSE,TRUE,FALSE
124,"Mixed, S1, c=0.5, Conservative, CER, N=500, No CC",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0.4), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.25))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.75,TRUE,Selection,20000,500,2383,FALSE,FALSE,TRUE,FALSE
125,"Mixed, S1, c=0.5, Normal, CER, N=500, No CC",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0.4), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.25))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.5,TRUE,Selection,20000,500,5178,FALSE,FALSE,TRUE,FALSE
126,"Mixed, S1, c=0.5, Aggressive, CER, N=500, No CC",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0.4), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.25))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.25,TRUE,Selection,20000,500,6706,FALSE,FALSE,TRUE,FALSE
127,"Mixed, S1, c=0.5, Ultra Aggressive, CER, N=500, No CC",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0.4), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.25))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,best,1,TRUE,Selection,20000,500,2937,FALSE,FALSE,TRUE,FALSE
128,"Mixed, S2, c=0.5, Conservative, CER, N=500, No CC",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0.4, 0.4), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.25, 0.25))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.75,TRUE,Selection,20000,500,6456,FALSE,FALSE,TRUE,FALSE
